ccode,cname,ccodealp,ccodecow,ccodewb,version,ajr_settmort,atop_ally,atop_number,bci_bci,bi_total,bicc_gmi,biu_offrel,bmr_dem,bmr_demdur,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cai_cai2,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cri_contr,cses_pc,cses_sd,cspf_sfi,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,egov_egov,epi_eh,epi_epi,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fi_ftradeint,fi_index,gcb_br,gcb_fcwell,gcb_orcag,gcb_pcbmost,gcb_pcjmost,gcb_pclgcmost,gcb_pclmost,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcrmost,gcb_pctaxmost,gcb_pfcaag,gcb_sarcag,gcb_wsdag,gd_ptsa,gd_ptsh,gfs_rcr,gii_gii,gol_enep,gol_est,gol_est_spec,gol_pr,gpi_gpi,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_srol,ipi_tradeopen,ipu_l_sw,ipu_u_sw,lis_gini,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_durable,p_polity2,pei_eir,pei_peii,prp_prp,pwt_hci,pwt_pop,qs_closed,qs_impar,qs_proff,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empch,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_eodb,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_imig,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_peacekeep,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_povgap190,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wef_ci,wef_elec,wef_gci,wef_mobile,wef_oc,wef_pr,wef_qoi,wef_wlf,who_halet,who_sanittot,whr_hap,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust,yri_yri35
4,Afghanistan,AFG,700,4,QoGBasCSJan21,4.540098190307617,1,1,63.74238967895508,45,153,2,0,216,4,2,NA,3,9,4,2,3.0166666507720947,3,4,4,3,4,3,2.892857074737549,2,3,3.5,3.5,2,2.5,3,1,1,3,2,2.5,2.5,0.007000000216066837,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,30.46900177001953,37.72254180908203,45.38474655151367,35.24202346801758,0.7267522811889648,0.25850000977516174,20,25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.399999618530273,106.62076568603516,8.100000381469727,8.199999809265137,9.949999809265137,9.899999618530273,10,9.073801040649414,7.800000190734863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4.106546878814697,0.6729999780654907,NA,NA,NA,NA,3.565000057220459,0,48.900001525878906,0,0,59.900001525878906,12.600000381469727,0,8,1,4,49,NA,45.22999954223633,19,NA,NA,NA,NA,NA,NA,NA,NA,27.700000762939453,30.899999618530273,NA,0.366666704416275,2,2014.7452392578125,NA,0,1,1,0,4.355736143291409,0.9224445132674083,0,NA,3,-1,2.6666665077209473,NA,46.205848693847656,NA,NA,NA,2.2100000381469727,2.700000047683716,NA,0,37.279998779296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0.4205000102519989,0.1477999985218048,NA,11.293000221252441,0.8960000276565552,0.2630000114440918,0.1889999955892563,0.4699999988079071,0.2290000021457672,2.8369998931884766,0.14399999380111694,0.36899998784065247,9.390999794006348,-1.517360806465149,-1.3346104621887207,-2.8006091117858887,-1.5696922540664673,97.69999694824219,97.09197235107422,99.5,3.2469091415405273,86.0007553100586,NA,11.838679313659668,652860,NA,252000000,33.21099853515625,46.79999923706055,0.04631349816918373,0.15486226975917816,0.2451014220714569,6.574999809265137,NA,4.799270153045654,3.716010093688965,86.05010986328125,NA,NA,NA,NA,NA,2.619999885559082,43.98899841308594,66.21800231933594,38.358001708984375,NA,18.025999069213867,24.27899932861328,16.441999435424805,37.98500061035156,9.503999710083008,45.20000076293945,NA,173,4.0588698387146,15.66137981414795,44.19060134887695,22.253690719604492,15.953789710998535,0.945226788520813,0.2731004059314728,0.05967550724744797,4.632999897003174,4.699999809265137,34,2.067824602127075,NA,26.420198440551758,571.440673828125,10.051874160766602,102.17578887939453,NA,53.6431999206543,9.686420440673828,NA,6.678401470184326,27000,474000,1286000,1.1755468845367432,39.29999923706055,13.5,20.897058486938477,64.12999725341797,65.65599822998047,62.70100021362305,43.019718170166016,29.80521011352539,55.47544860839844,65.42054748535156,-314602,NA,48.44287872314453,14,36296400,43.682525634765625,53.763221740722656,2.5542514324188232,55.59599304199219,74.75,25.25,NA,75927,2624265,82.44999694824219,NA,NA,2.5,2,9.89845085144043,0.32722198963165283,NA,14.09000015258789,11.184000015258789,10.416000366210938,21.30299949645996,17.499000549316406,16.297000885009766,27.710844039916992,NA,NA,NA,NA,NA,NA,NA,NA,52.959999084472656,NA,2.6617181301116943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,Albania,ALB,339,8,QoGBasCSJan21,NA,1,7,52.931854248046875,145,73,0,1,19,9,5,8,8,3,7.5,8,7.050000190734863,6,6,6,7,7,5,6.607142925262451,10,6,7.5,7,6,5.25,7,6,6,4,7,5,6.5,1,2,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,68.9725112915039,67.00224304199219,63.26081466674805,68.773406982421875,2.0078072547912598,0.6518999934196472,44.5,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,60.079307556152344,7.5,4.5,3.835693597793579,3.299999952316284,4.84361457824707,6,3.299999952316284,8.165389060974121,7.699999809265137,25,0.4000000059604645,0.6200000047683716,0.3799999952316284,0.5600000023841858,0.41999998688697815,0.550000011920929,NA,0.36000001430511475,0.36000001430511475,0.27000001072883606,0.4300000071525574,0.5699999928474426,0.4699999988079071,0.5199999809265137,2,NA,31.782236099243164,0.18700000643730164,3.5118401050567627,2,9,25,1.8320000171661377,0,64.4000015258789,70,70,50.70000076293945,54,0,1,100,100,50,0.4444444477558136,46.7599983215332,NA,NA,NA,NA,NA,NA,NA,NA,9.756382942199707,22.899999618530273,NA,NA,0.45555558800697327,3,10702.1201171875,1092,NA,NA,NA,NA,0,0.04789292961466332,0,59.61000061035156,20,9,6.328173637390137,50.09718322753906,48.918819427490234,2.9511842727661133,2.884169101715088,5.599999904632568,3.684999942779541,4.25,4971190.5,740679872,29.489999771118164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,0.33899998664855957,0.08919999748468399,0.7900000214576721,27.29759979248047,0.8019999861717224,0.28700000047683716,0.4000000059604645,0.8679999709129333,0.46000000834465027,2.194999933242798,0.34599998593330383,0.5630000233650208,1.0080000162124634,-0.4183151125907898,0.08377407491207123,0.37836870551109314,-0.4017430245876312,100,100,100,0.6834392547607422,45.682098388671875,24.548049926757813,22.63868522644043,27400,NA,4000000,11.934000015258789,36.099998474121094,10.526800155639648,1.5133724212646484,1.5771626234054565,7.714000225067139,80.7355728149414,7.39093017578125,8.793780326843262,100,0,0,100,0,0,2.444999933242798,38.20399856567383,42.54199981689453,35.0620002746582,NA,19.351999282836914,15.131999969482422,22.406999588012695,42.444000244140625,42.32500076293945,42.53099822998047,13.79797077178955,82,3.611720085144043,12.390800476074219,57.607669830322266,21.5625,18.85009002685547,1.1086963415145874,7.855467796325684,-0.8155041337013245,1.6380000114440918,18.100000381469727,34.599998474121094,28.121896743774414,61.42180252075195,19.02214241027832,4864.310546875,20.358360290527344,107.04660034179688,83.82008361816406,95.2658920288086,57.37525939941406,33.20000076293945,2.0109777450561523,3500,NA,NA,1.9890364408493042,31.600000381469727,71.84700012207031,41.429405212402344,78.33300018310547,80.14800262451172,76.60099792480469,98.14115142822266,97.76112365722656,98.51361846923828,99.33000183105469,-69998,95.53946685791016,86.67259979248047,NA,2873457,18.02831268310547,68.64261627197266,13.329072952270508,104.87069702148438,40.617000579833984,59.382999420166016,0.20000000298023224,124,12168,57.19300079345703,7.900000095367432,50.5,NA,NA,18.88748550415039,8.554280281066895,78.19427490234375,12.562999725341797,13.75,14.59000015258789,27.121000289916992,31.40999984741211,33.981998443603516,27.85714340209961,31.72879409790039,93.1576156616211,58.10159683227539,94.177001953125,3.7817203998565674,46.59561538696289,34.536277770996094,0.797844409942627,68.12999725341797,40,4.639548301696777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.869800567626953
12,Algeria,DZA,615,12,QoGBasCSJan21,4.359269618988037,1,6,55.245445251464844,167,255,2,0,54,5,5,NA,2,6,6.5,5,4.75,5,6,6,5,6,4,5.214285850524902,8,3,4.5,4.5,4,4.25,2.5,5,5,4,6,4.5,5.5,0.23600000143051147,2,2,1,2,98,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,37.88804244995117,56.23929977416992,79.86066436767578,50.96921157836914,2.407316207885742,0.4226999878883362,50.400001525878906,44.79999923706055,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.599999904632568,75.78504943847656,6.0463457107543945,6.300000190734863,5.699999809265137,7.099999904632568,6.900000095367432,7.199999809265137,6.300000190734863,2.6076536178588867,4.980000019073486,0.11999999731779099,0.23999999463558197,NA,0.3700000047683716,0.2800000011920929,0.38999998569488525,0.38999998569488525,0.5099999904632568,0.3100000023841858,0.25,0.17000000178813934,0.4000000059604645,0.5,NA,NA,3,2,NA,0.4339999854564667,NA,NA,NA,NA,2.26200008392334,0,46.5,30,35,49.5,38.20000076293945,6,3,1,4,3,0.4444444477558136,37.09000015258789,39.880001068115234,38.099998474121094,75,54.20000076293945,70.0999984741211,77.30000305175781,73.4000015258789,51,7.323719024658203,31.600000381469727,7,NA,0.31111109256744385,2,14267.23046875,NA,1,1,1,1,23.277136053771727,0.7522285126240592,0,56.25,13,2,3.9583332538604736,44.132652282714844,48.282100677490234,2.3027994632720947,41.389190673828125,NA,2.4820001125335693,2.4666666984558105,12384945152,51288494080,43.130001068115234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,0.37290000915527344,0.09700000286102295,0.7450000047683716,10.412349700927734,0.7360000014305115,0.19599999487400055,0.26499998569488525,0.7979999780654907,0.13600000739097595,2.5859999656677246,0.10199999809265137,0.3059999942779541,3.763000011444092,-0.6017423272132874,-0.5891593098640442,-0.915668785572052,-0.8639383316040039,100,100,100,2.6303372383117676,55.80400085449219,0.030106035992503166,3.1087357997894287,2381740,0,962000000,24.84600067138672,NA,7.756289958953857,0.3721073567867279,3.6991560459136963,4.7170000076293945,NA,1.205899953842163,NA,0.32268381118774414,0,98.357513427734375,0.2107619345188141,0,1.3198058605194092,4.61899995803833,10.15999984741211,3.8410000801086426,11.359999656677246,NA,30.990999221801758,24.360000610351563,32.25,58.8489990234375,71.79900360107422,56.388999938964844,-177.12435913085938,157,NA,NA,NA,NA,NA,6.01425313949585,0.7057727575302124,-0.00198389426805079,3.0450000762939453,NA,NA,0.824439287185669,99.97792053222656,11.755885124206543,4792.38720703125,37.4509391784668,111.76448059082031,NA,NA,47.64683151245117,NA,1.36427640914917,19,2800,2500,0.6110720038414001,NA,47.69110107421875,17.806934356689453,76.4990005493164,77.73500061035156,75.30699920654297,81.4078369140625,75.322967529296875,87.42295837402344,97.42652130126953,-50002,97.58830261230469,NA,NA,41389200,29.639589309692383,64.1832046508789,6.1772050857543945,17.377714157104492,27.947999954223633,72.052001953125,NA,94248,4021,31.731000900268555,1.399999976158142,36.29999923706055,NA,NA,NA,9.9083404541015625,55.32133102416992,21.11400032043457,11.996000289916992,10.020999908447266,45.277000427246094,29.639999389648438,26.55500030517578,25.75757598876953,29.896713256835938,93.6036148071289,53.75071334838867,121.93247985839844,4.776766777038574,39.588077545166016,39.287235260009766,0.2113766223192215,65.529998779296875,18,5.248912334442139,2.757307291030884,3.0847456455230713,2.2579710483551025,2.298095226287842,2.478464365005493,2.115015983581543,1.9791231155395508,2.6745822429656982,1.8700507879257202,2.186363697052002,2.404973268508911,8.11769962310791,5.787822723388672,1,2.944444417953491,3.8818106651306152,1.9764935970306396,1.836734652519226,3.446241617202759,2.1836516857147217,1.8418848514556885,3.71061635017395,5.988125324249268,3.8055789470672607,0.17928633093833923,NA
20,Andorra,AND,232,20,QoGBasCSJan21,NA,1,2,19.972070693969727,15,NA,0,1,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007000000216066837,2,2,1,1,98,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.05312728881836,22.001258850097656,88.5055923461914,NA,0.685699999332428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5392839908599854,3,12,9,NA,NA,NA,NA,NA,NA,NA,0,5,NA,NA,NA,NA,68.33000183105469,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.099998474121094,NA,NA,0.4699999988079071,2,NA,NA,0,1,1,0,0,0.13417660158936698,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.209999084472656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8629999756813049,12.977999687194824,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.242228388786316,1.9372820854187012,1.421572208404541,1.6013301610946655,100,100,100,NA,NA,NA,1.6595743894577026,470,NA,NA,7.199999809265137,NA,44.52410125732422,NA,6.0723700523376465,4.400000095367432,NA,2.556879997253418,2.8272500038146973,86.11669921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.217089891433716,18.956939697265625,22.04793930053711,24.764379501342773,5.675149917602539,NA,NA,NA,NA,NA,NA,34.04255294799805,NA,NA,44430.7421875,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,59.71364974975586,NA,91.56749725341797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77001,NA,NA,NA,163.8319091796875,11.850000381469727,88.1500015258789,NA,NA,5,NA,29.5,38.099998474121094,NA,NA,NA,49.8838005065918,NA,NA,NA,NA,NA,NA,NA,32.14285659790039,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,2.002002000808716,2.5065064430236816,2.4417669773101807,2.5771946907043457,1.88277268409729,2.2360122203826904,2.882999897003174,1.9574036598205566,2.244999885559082,2.207792282104492,9.112662315368652,6.611222267150879,0.640999972820282,3.2898406982421875,2.0349302291870117,2.442094564437866,1.3360488414764404,3.6813626289367676,2.635721445083618,1.8304914236068726,1.7510039806365967,6.561316013336182,4.089641571044922,0.25574424862861633,120.76000213623047
24,Angola,AGO,540,24,QoGBasCSJan21,5.63478946685791,1,8,70.70011901855469,187,201,0,0,41,3,2,NA,2,4,6,4,4.199999809265137,4,4,4,3,4,3,3.6785714626312256,8,3,3,4,5,3,2.5,2,2,3,2,3,3,0.007000000216066837,2,1,1,1,96,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,37.869903564453125,41.17525100708008,51.40079116821289,34.255035400390625,1.0145467519760132,0.3375999927520752,20.399999618530273,29.700000762939453,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.099999904632568,89.44029235839844,6.900000095367432,7,8.800000190734863,6.800000190734863,6.800000190734863,8.54029655456543,9.600000381469727,2.9637868404388428,4.860000133514404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,0.5389999747276306,NA,NA,NA,NA,2.0850000381469727,0,48.5,40,30,40.400001525878906,36.400001525878906,7,4,1,4,25,0.3194444477558136,76.12999725341797,NA,25.600000381469727,34,37.20000076293945,41.900001525878906,56.099998474121094,33.79999923706055,38.79999923706055,6.752350330352783,38.20000076293945,NA,NA,0.1366667002439499,2,8146.435546875,NA,NA,NA,NA,NA,0.425228661821526,0.4283643759996893,44.34624572755408,56.880001068115234,20,-2,4.25,35.45918273925781,46.94287872314453,1.4673211574554443,29.8167667388916,NA,NA,NA,130493752,62904848384,38.349998474121094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,0.5681999921798706,0.24770000576972961,0.5820000171661377,9.413800239562988,0.7620000243186951,0.1340000033378601,0.12600000202655792,0.7379999756813049,0.16899999976158142,1.0529999732971191,0.08699999749660492,0.3160000145435333,4.4730000495910645,-1.412505865097046,-1.0253127813339233,-0.33162206411361694,-1.1042604446411133,41.962894439697266,3.815070390701294,71.88645935058594,0.9536352157592773,96.82022857666016,2.548840045928955,3.9303762912750244,1246700,NA,108000000,41.28099822998047,NA,0.3250490128993988,NA,1.2028605937957764,8.432000160217285,NA,14.118559837341309,21.467790603637695,53.1749267578125,0,0,53.1749267578125,0,46.8250732421875,4.218999862670898,50.55799865722656,56.98899841308594,44.13600158691406,NA,8.371000289916992,1.1339999437332153,15.597999572753906,41.07099914550781,41.87799835205078,40.26599884033203,-540.99749755859375,177,NA,NA,NA,NA,NA,2.4211127758026123,-6.057209014892578,1.1070772409439087,5.599999904632568,NA,NA,46.30720901489258,48.30559158325195,10.016996383666992,3409.930419921875,42.16795349121094,113.47795867919922,39.611019134521484,50.671478271484375,9.336259841918945,51.29999923706055,NA,14000,NA,NA,0.4270046651363373,NA,14.339099884033203,50.154903411865234,60.37900161743164,63.25199890136719,57.676998138427734,66.03011322021484,53.40721130371094,79.974151611328125,77.4311294555664,32066,NA,NA,NA,29816748,46.95301818847656,50.80778884887695,2.239196538925171,23.91653823852539,35.1609992980957,64.83899688720703,23.899999618530273,41119,8292,70.6259994506836,NA,NA,NA,NA,9.223777770996094,0.5401989817619324,52.25682067871094,7.4670000076293945,7.11899995803833,6.769000053405762,16.37299919128418,16.625999450683594,16.900999069213867,30.454545974731445,16.78175926208496,63.56568908691406,37.055789947509766,43.13051986694336,4.056840896606445,27.654510498046875,31.64800453186035,0.3997340202331543,55.790000915527344,NA,3.7948379516601563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,Antigua and Barbuda,ATG,58,28,QoGBasCSJan21,NA,1,3,27.144474029541016,66,NA,NA,1,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.007000000216066837,2,2,1,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.85282897949219,58.04573059082031,33.58608627319336,81.945343017578125,4.331066131591797,0.5906000137329102,55.5,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.800000190734863,55.61104202270508,6.699999809265137,4.411040782928467,3.799999952316284,3.200000047683716,5.699999809265137,5.099999904632568,4.199999809265137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02167010307312,1,1,1,NA,NA,NA,NA,NA,NA,NA,5,10,100,100,NA,NA,90.2699966430664,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.100000381469727,29.399999618530273,NA,NA,NA,NA,NA,0,1,1,0,0,0.001324023146232231,100,79.55000305175781,NA,NA,5.5,NA,NA,NA,0.09542600065469742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7680000066757202,20.579200744628906,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.24208468198776245,0.009863041341304779,0.747871458530426,0.4432825744152069,100,100,100,NA,44.523536682128906,NA,9.090909004211426,440,NA,NA,15.529999732971191,NA,9.431389808654785,3.8922882080078125,5.89655876159668,6.315999984741211,NA,49.87934875488281,18.16558074951172,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,NA,NA,NA,NA,10.690528869628906,-0.15934239327907562,1.9989999532699585,NA,NA,22.272727966308594,NA,1.7935986518859863,14220.501953125,19.2206974029541,103.66896057128906,72.65406036376953,109.20868682861328,NA,NA,NA,1400,NA,NA,30.585506439208984,NA,76,NA,76.75199890136719,77.871002197265625,75.57099914550781,98.94999694824219,99.41999816894531,98.4000015258789,NA,0,94.19429016113281,87.74031829833984,NA,95426,22.23188591003418,69.19287872314453,8.575230598449707,216.8772735595703,75.28700256347656,24.71299934387207,NA,5,99,NA,NA,NA,NA,NA,NA,25.150400161743164,133.5851287841797,NA,NA,NA,NA,NA,NA,11.11111068725586,NA,NA,NA,NA,NA,NA,NA,NA,66.9800033569336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
