country,life_exp,gdp,population,lib_dem
Liberia,63.29499816894531,548.01055908203125,4.702226161956787,0.5139999985694885
Lithuania,75.48048400878906,16908.126953125,2.84541392326355,0.7559999823570251
Luxembourg,82.095123291015625,109452.9609375,0.5919100046157837,0.8130000233650208
Madagascar,66.31099700927734,481.3831481933594,25.570512771606445,0.25600001215934753
Malawi,63.27899932861328,512.6456298828125,17.670196533203125,0.4399999976158142
Malaysia (1966-),75.8280029296875,11736.8486328125,31.104646682739254,0.193000003695488
Maldives,78.32499694824219,7837.38671875,0.49640199542045593,0.1449999958276749
Mali,58.45199966430664,766.142333984375,18.51243019104004,0.3409999907016754
Malta,82.346343994140625,28201.5234375,0.4379329979419708,0.5730000138282776
Mauritania,64.46399688720703,1715.6107177734375,4.282569885253906,0.1330000013113022
Mauritius,74.51463317871094,10199.4794921875,1.264498949050903,0.7080000042915344
Mexico,74.9469985961914,10277.8837890625,124.7773208618164,0.44600000977516174
Mongolia,69.509002685546875,3997.48583984375,3.113785982131958,0.5099999904632568
Moldova,71.71700286865234,3321.6220703125,4.059683799743652,0.4180000126361847
Montenegro,76.66699981689453,7852.4599609375,0.6275629997253418,0.33899998664855957
Morocco,76.21800231933594,3305.419189453125,35.58125686645508,0.2770000100135803
Mozambique,59.30899810791016,589.71905517578125,28.649017333984375,0.25999999046325684
Oman,77.39299774169922,16067.072265625,4.665927886962891,0.1289999932050705
Namibia,63.020999908447266,6013.29345703125,2.40263295173645,0.5730000138282776
Nepal,70.16899871826172,779.2039794921875,27.632680892944336,0.5350000262260437
Netherlands,81.76097869873047,53942.0859375,17.021347045898438,0.8320000171661377
New Zealand,81.658538818359375,37725.12109375,4.702033996582031,0.8270000219345093
Nicaragua,74.06800079345703,1957.843994140625,6.384846210479736,0.10199999809265135
Niger,61.5989990234375,535.17486572265625,21.60238265991211,0.42800000309944153
Nigeria,53.95000076293945,2399.731201171875,190.8732452392578,0.382999986410141
Norway,82.60975646972656,91549.0390625,5.296326160430908,0.8539999723434448
Pakistan (1971-),66.9469985961914,1155.3634033203125,207.9062042236328,0.2669999897480011
Panama,78.14900207519531,11530.0712890625,4.10676908493042,0.5649999976158142
Paraguay,73.99199676513672,5272.36083984375,6.867061138153076,0.4300000071525574
Peru,76.28600311279297,6314.29150390625,31.444297790527344,0.6439999938011169
Philippines,70.9520034790039,3042.686767578125,105.17292785644533,0.35199999809265137
Poland,77.753662109375,15802.705078125,37.95317840576172,0.5659999847412109
Portugal,81.42439270019531,23380.693359375,10.28852653503418,0.8519999980926514
Guinea-Bissau,57.67300033569336,615.03887939453125,1.8281450271606443,0.27300000190734863
Qatar,79.98100280761719,64472.84765625,2.7247281074523926,0.08299999684095383
Romania,75.30975341796875,10981.640625,19.653968811035156,0.49300000071525574
Russia,72.43195343017578,11550.525390625,145.5300750732422,0.11500000208616255
Rwanda,68.34100341796875,799.4668579101564,11.980960845947266,0.13899999856948853
Sao Tome and Principe,69.93299865722656,1283.606689453125,0.20708900690078735,0.5730000138282776
Saudi Arabia,74.8740005493164,20693.943359375,33.10117721557617,0.03099999949336052
Senegal,67.37999725341797,1495.3419189453125,15.419355392456056,0.5210000276565552
Serbia,75.53902435302734,6565.4638671875,7.040272235870361,0.3179999887943268
Seychelles,74.30000305175781,14028.720703125,0.09641800075769424,0.4699999988079071
Sierra Leone,53.89500045776367,466.945068359375,7.488422870635986,0.3319999873638153
Singapore,83.095123291015625,57378.86328125,5.708041191101074,0.3440000116825104
Slovakia,77.16585540771484,19832.189453125,5.44789981842041,0.7170000076293945
Vietnam,75.240997314453125,1852.9630126953125,94.60064697265624,0.15299999713897705
Slovenia,81.029266357421875,25729.576171875,2.0763940811157227,0.781000018119812
South Africa,63.53799819946289,7476.38623046875,57.0097541809082,0.6039999723434448
Zimbabwe,60.8120002746582,1263.3212890625,14.236595153808594,0.2150000035762787
Spain,83.282928466796875,32308.591796875,46.64742660522461,0.7770000100135803
Sudan (2012-),64.88099670410156,1900.0927734375,40.81339645385742,0.09700000286102296
Suriname,71.46299743652344,7972.84033203125,0.5704960227012634,0.6399999856948853
Eswatini (former Swaziland),58.319000244140625,4698.95166015625,1.124804973602295,0.08799999952316284
Sweden,82.409759521484375,57467.25,9.904895782470703,0.8640000224113464
Switzerland,83.55121612548828,77684.046875,8.455803871154785,0.8230000138282776
Tajikistan,70.647003173828125,1024.8590087890625,8.880268096923828,0.0520000010728836
Thailand,76.68299865722656,6135.47216796875,69.209808349609375,0.10599999874830246
Togo,60.48899841308594,661.14813232421875,7.698473930358887,0.1979999989271164
Trinidad and Tobago,73.24500274658203,15261.8720703125,1.384058952331543,0.6100000143051147
United Arab Emirates,77.647003173828125,41460.28515625,9.487202644348145,0.09600000083446504
Tunisia,76.30999755859375,4343.43994140625,11.433443069458008,0.6380000114440918
Turkey,77.16100311279297,14975.0869140625,81.11644744873047,0.11100000143051147
Turkmenistan,67.95600128173828,7318.0654296875,5.757667064666748,0.04199999943375587
Uganda,62.51599884033203,912.986572265625,41.16658782958984,0.27000001072883606
Ukraine,71.780975341796875,2988.504150390625,44.48770904541016,0.2240000069141388
North Macedonia,75.58899688720703,5300.81494140625,2.081995964050293,0.33799999952316284
Egypt,71.65599822998047,2818.54736328125,96.44258880615234,0.12300000339746477
United Kingdom,81.25609588623047,43010.70703125,66.72746276855469,0.8040000200271606
Tanzania,64.47899627685547,937.301513671875,53.12604904174805,0.35199999809265137
United States,78.53902435302734,53552.484375,325.0847473144531,0.7400000095367432
Burkina Faso,60.76800155639648,771.64794921875,19.19323348999023,0.5659999847412109
Uruguay,77.63200378417969,14437.384765625,3.436640977859497,0.7760000228881836
Uzbekistan,71.38800048828125,2290.38134765625,31.95978546142578,0.05499999970197677
Venezuela,72.246002197265625,14025.357421875,29.402484893798828,0.10899999737739564
Yemen,66.08599853515625,643.16400146484375,27.834819793701172,0.03599999845027923
Zambia,63.042999267578125,1660.7662353515625,16.853599548339844,0.2460000067949295
